"idx","AID","address"
583,"A661876","2302 East William Cannon Dr in Austin (TX)"
584,"A662101","909 Vargas in Austin (TX)"
585,"A662162","7500 S Pleasant Valley Rd in Austin (TX)"
586,"A662250","1411 Blakeney Ln in Austin (TX)"
587,"A662250","Dessau And E Braker Ln in Austin (TX)"
588,"A662265","2511 Park Bend Dr in Austin (TX)"
589,"A662301","Austin (TX)"
590,"A662443","Austin (TX)"
591,"A662586","12030 North Lamar in Austin (TX)"
592,"A662586","11901 Swearingen Drive in Austin (TX)"
593,"A662791","South First Street And Alpine Road in Austin (TX)"
594,"A662880","Austin (TX)"
595,"A662921","Austin (TX)"
596,"A663305","Austin (TX)"
597,"A663416","12707 Pond Woods Dr in Austin (TX)"
598,"A663537","Charlotte Street And Waterston Avenue in Austin (TX)"
599,"A663598","1003 Ruth Avenue in Austin (TX)"
600,"A663602","3501 South First Street in Austin (TX)"
601,"A663813","6813 Crystalbrook Dr in Austin (TX)"
602,"A664185","Manor (TX)"
603,"A664413","Austin (TX)"
604,"A664415","4424 S Mopac Expwy in Austin (TX)"
605,"A664415","Austin (TX)"
606,"A664415","Austin (TX)"
607,"A664416","4424 S Mopac Expwy in Austin (TX)"
608,"A664416","Austin (TX)"
609,"A664416","18612 Great Falls Drive in Manor (TX)"
610,"A664418","4424 S Mopac Expwy in Austin (TX)"
611,"A664418","Austin (TX)"
612,"A664420","4424 S Mopac Expwy in Austin (TX)"
613,"A664420","Austin (TX)"
614,"A664511","2321 Bitter Creek Drive in Austin (TX)"
615,"A664702","7201 Levander Loop in Austin (TX)"
616,"A664883","Travis (TX)"
617,"A665012","Austin (TX)"
618,"A665323","South Congress Avenue An West William Cannon Drive in Austin (TX)"
619,"A665459","Austin (TX)"
620,"A665625","11613 Hamilton Point Cir in Travis (TX)"
621,"A665625","Outside Jurisdiction"
622,"A665625","Austin (TX)"
623,"A665658","Hutchinson Drive And East 51St Street in Austin (TX)"
624,"A665736","Austin (TX)"
625,"A665850","301 Congress Avenue in Austin (TX)"
626,"A666538","Crystalbrook West in Austin (TX)"
627,"A666551","Austin (TX)"
628,"A666562","Blue Meadow And Bluff Springs Road in Austin (TX)"
629,"A666562","1907 Espino Cove in Austin (TX)"
630,"A666562","Austin (TX)"
631,"A666768","West Gate And William Cannon in Austin (TX)"
632,"A666770","Austin (TX)"
633,"A666893","Austin (TX)"
634,"A666900","2327 Lavendale Ct in Austin (TX)"
635,"A667097","Outside Jurisdiction"
636,"A667182","7103 Apperson in Travis (TX)"
637,"A667268","1608 West Avenue in Austin (TX)"
638,"A667505","16000 Fm 969 in Austin (TX)"
639,"A667860","183 And Burleson in Austin (TX)"
640,"A667873","6906 Felix Avenue in Austin (TX)"
641,"A667894","5315 Ed Bluestein in Austin (TX)"
642,"A668142","5313 Indio Cove in Austin (TX)"
643,"A668200","Austin (TX)"
644,"A668251","1525 Grand Avenue Parkway in Travis (TX)"
645,"A668332","Westgate And Willet Trail in Austin (TX)"
646,"A668663","Austin (TX)"
647,"A668664","1810 Adina Street in Austin (TX)"
648,"A668664","5004 Heflin Ln in Austin (TX)"
649,"A668664","Austin (TX)"
650,"A668699","East Stassney Lane And Nuckols Crossing Road in Austin (TX)"
651,"A668976","Austin (TX)"
652,"A669057","9337 Notches Drive in Austin (TX)"
653,"A669057","9337 Notches Dr in Austin (TX)"
654,"A669057","9329 Notches Drive in Austin (TX)"
655,"A669407","N Lamar Blvd And Mlk Jr Blvd in Austin (TX)"
656,"A669459","9000 Menchaca Rd in Austin (TX)"
657,"A669604","11203 Ranch Road 2222 in Travis (TX)"
658,"A669658","Austin (TX)"
659,"A669927","6913 Point Dr in Travis (TX)"
660,"A670017","8315 Mckamy Dr in Travis (TX)"
661,"A670396","7701 Pitter Pat Ln in Austin (TX)"
662,"A670407","3303 Serene Hills Dr in Travis (TX)"
663,"A670416","2317 South Pleasant Valley Drive in Austin (TX)"
664,"A670722","Austin (TX)"
665,"A670722","Austin (TX)"
666,"A670830","Austin (TX)"
667,"A670888","2777 East Highway 71 in Travis (TX)"
668,"A670937","2311 Rachael in Austin (TX)"
669,"A670937","6307 Cameron Road in Austin (TX)"
670,"A670937","6415 East 290 in Austin (TX)"
671,"A670937","Airport Boulevard And Ih 35 in Austin (TX)"
672,"A671119","Austin (TX)"
673,"A671417","15308 Cadoz Drive in Austin (TX)"
674,"A671512","Pack Saddle Pass And Ben White in Austin (TX)"
675,"A671558","Redd Street And Merle Drive in Austin (TX)"
676,"A671852","Turnstone in Austin (TX)"
677,"A671860","Austin (TX)"
678,"A671860","15705 Jacobson Road in Travis (TX)"
679,"A671885","12118 Walnut Park in Austin (TX)"
680,"A671885","Austin (TX)"
681,"A671885","9100 Waterford Center Blvd in Austin (TX)"
682,"A671885","9063 Research Blvd in Austin (TX)"
683,"A671900","Austin (TX)"
684,"A671971","Austin (TX)"
685,"A672088","1156 E Cesar Chavez in Austin (TX)"
686,"A672499","Bastrop Highway And Lyle Road in Austin (TX)"
687,"A672602","2103 Tonto Lane in Austin (TX)"
688,"A672602","Austin (TX)"
689,"A672673","Travis (TX)"
690,"A672860","Sunderland in Austin (TX)"
691,"A673318","7224 Northeast Dr in Austin (TX)"
692,"A673936","6855 East Highway 290 in Austin (TX)"
693,"A673963","Austin (TX)"
694,"A674292","Yager Ln And Branston Dr in Austin (TX)"
695,"A674501","Austin (TX)"
696,"A674621","1001 Collinwood West Drive in Austin (TX)"
697,"A674694","Knool Pines Pass And Southwick Drive in Austin (TX)"
698,"A674786","3200 Raging River Drive in Travis (TX)"
699,"A674917","6202 Laurel Valley Dr in Austin (TX)"
700,"A675058","7514 Heming Way in Austin (TX)"
701,"A675336","5605 Springdale Road in Austin (TX)"
702,"A675336","Wellington And Rogge in Austin (TX)"
703,"A675366","Austin (TX)"
704,"A675370","S Congress And E Stassney in Austin (TX)"
705,"A675536","Austin (TX)"
706,"A675553","508 Arbor Lane in Austin (TX)"
707,"A675680","Austin (TX)"
708,"A675816","2017 Singing Brook in Austin (TX)"
709,"A676329","Austin (TX)"
710,"A676406","Austin (TX)"
711,"A676602","Outside Jurisdiction"
712,"A676602","Austin (TX)"
713,"A676602","Outside Jurisdiction"
714,"A676602","Austin (TX)"
715,"A676663","6212 Crow Lane in Austin (TX)"
716,"A676733","13400 Rossello Drive in Austin (TX)"
717,"A676894","4409 Teri Road in Austin (TX)"
718,"A677146","Parmer Lane in Austin (TX)"
719,"A677852","8300 Bluff Springs in Austin (TX)"
720,"A677957","Austin (TX)"
721,"A678068","10610 Morado Circle in Austin (TX)"
722,"A678068","Austin (TX)"
723,"A678252","Outside Jurisdiction"
724,"A678272","Austin (TX)"
725,"A678719","Austin (TX)"
726,"A678731","Bitterwood Drive in Austin (TX)"
727,"A678731","5705 Berryline Way in Austin (TX)"
728,"A679130","1443 Coronado Hills in Austin (TX)"
729,"A679597","Austin (TX)"
730,"A679708","Austin (TX)"
731,"A679743","Austin (TX)"
732,"A679959","411  Brazos in Austin (TX)"
733,"A680005","Dessau Road in Austin (TX)"
734,"A680082","102 Oertli Ln in Austin (TX)"
735,"A680227","Austin (TX)"
736,"A680227","2401 Apple Valley in Austin (TX)"
737,"A680437","Scenic Brook Drive in Austin (TX)"
738,"A680607","8000 Maine Drive in Austin (TX)"
739,"A680889","124 W Anderson Lane in Austin (TX)"
740,"A680897","Stassney And William Cannon in Austin (TX)"
741,"A680909","Travis (TX)"
742,"A680949","1910 West Breaker Lane in Austin (TX)"
743,"A681049","Austin (TX)"
744,"A681049","4434 Frontier Trail in Austin (TX)"
745,"A681226","1825 South Ih 35 Frontage Road Nb in Austin (TX)"
746,"A681226","110 East 2Nd Street in Austin (TX)"
747,"A681413","Austin (TX)"
748,"A681506","Austin (TX)"
749,"A681537","700 West Crestland Drive in Austin (TX)"
750,"A681583","Austin (TX)"
751,"A681762","Austin (TX)"
752,"A681873","Travis (TX)"
753,"A681934","Cesar Chavez And Pleasant Valley in Austin (TX)"
754,"A682044","Jakes Hill And Blarney Lane in Travis (TX)"
755,"A682150","16419 Fm 969 Rd in Travis (TX)"
756,"A682386","Travis (TX)"
757,"A682461","12609 Dessau Road in Austin (TX)"
758,"A682584","1612 Elmira Rd in Austin (TX)"
759,"A682730","7900 Tisdale in Austin (TX)"
760,"A683138","Austin (TX)"
761,"A683275","Austin (TX)"
762,"A683577","1612 Elmira Rd in Austin (TX)"
763,"A683600","8100 Anderson Mill Road in Austin (TX)"
764,"A683647","Manor (TX)"
765,"A683831","2508 Riverside Dr in Austin (TX)"
766,"A683849","520 Montopolis Drive in Austin (TX)"
767,"A683972","Austin (TX)"
768,"A684061","2400 Wheless Lane in Austin (TX)"
769,"A684088","Austin (TX)"
770,"A684253","8405 Spring Valley Drive in Austin (TX)"
771,"A684419","Dinsdale Lane in Austin (TX)"
772,"A684713","Austin (TX)"
773,"A684786","Austin (TX)"
774,"A684840","Austin (TX)"
775,"A684959","Austin (TX)"
776,"A684959","Outside Jurisdiction"
777,"A684992","4614 Oakmont Boulevard in Austin (TX)"
778,"A685124","11607 James B Connolly Lane in Austin (TX)"
779,"A685200","Austin (TX)"
780,"A685203","Austin (TX)"
781,"A685220","2507 Mitchel Lane in Austin (TX)"
782,"A685269","South 2Nd Street And Gamez Cove in Travis (TX)"
783,"A685418","6401 North Hampton Drive in Austin (TX)"
784,"A685434","Austin (TX)"
785,"A685630","1308 Old Cedar Lane in Austin (TX)"
786,"A685739","Lago Vista (TX)"
787,"A685751","Austin (TX)"
788,"A685950","10600 Wagon Road West in Austin (TX)"
789,"A686265","Tawny Dr in Austin (TX)"
790,"A686586","Springdale And 12Th Street in Austin (TX)"
791,"A686586","2603 E 14Th St in Austin (TX)"
792,"A687089","Austin (TX)"
793,"A687107","1131 Airport Commerce Dr in Austin (TX)"
794,"A687107","6800 E Ben White Blvd in Austin (TX)"
795,"A687239","Austin (TX)"
796,"A687319","Austin (TX)"
797,"A687378","3801 Berkman Dr in Austin (TX)"
798,"A687556","4714 Sagebrush Trail in Austin (TX)"
799,"A687630","4928 Manchester Cir in Austin (TX)"
800,"A687865","4509 Manzandillo Drive in Austin (TX)"
801,"A688005","Austin (TX)"
802,"A688053","Mopac And 183 in Austin (TX)"
803,"A688387","Travis (TX)"
804,"A688387","Caleb Dr At Hartsmith Dr in Travis (TX)"
805,"A688517","Twin Creek And Old San Antonio in Austin (TX)"
806,"A688869","4605 S Forest Drive in Austin (TX)"
807,"A689189","Austin (TX)"
808,"A689257","Austin (TX)"
809,"A689427","6903 Rifle Bend in Austin (TX)"
810,"A689585","12917 Margit Drive in Austin (TX)"
811,"A689652","Outside Jurisdiction"
812,"A689845","8603 Putnam Dr in Austin (TX)"
813,"A689946","Shadowglen And 290 in Travis (TX)"
814,"A689959","Steck And Mopac in Austin (TX)"
815,"A690060","9805 Aberdeen Way in Austin (TX)"
816,"A690234","East 7Th Street And Springdale in Austin (TX)"
817,"A690252","5002 Savorey Ln in Austin (TX)"
818,"A690298","9710 Teasdale Ter in Austin (TX)"
819,"A690359","2603 Canterbury Street in Austin (TX)"
820,"A690359","Outside Jurisdiction"
821,"A690359","Outside Jurisdiction"
822,"A690421","Manor (TX)"
823,"A690421","Austin (TX)"
824,"A690431","2450 Wickersham Lane in Austin (TX)"
825,"A690431","2450 Wickersham Lane in Austin (TX)"
826,"A690574","2601 S Pleasant Valley in Austin (TX)"
827,"A690764","7501 Whispering Winds in Austin (TX)"
828,"A690802","Dee Gabriel Collins Road in Travis (TX)"
829,"A690944","19632 Per Lange Pass in Manor (TX)"
830,"A691061","12700 Hill Country in Travis (TX)"
831,"A691062","2600 Gracy Farms Lane in Austin (TX)"
832,"A691159","Travis (TX)"
833,"A691180","4020 Lost Oasis Hollow in Austin (TX)"
834,"A691523","1156 W Cesar Chavez in Austin (TX)"
835,"A691615","Austin (TX)"
836,"A691616","Blue Buff Road And Old Highway 20 in Travis (TX)"
837,"A691844","13917 Fm 812 in Travis (TX)"
838,"A691944","3930 Bee Caves in Austin (TX)"
839,"A692102","4300 Ih 35 in Austin (TX)"
840,"A692104","Woodland Village Drive And Robin Ridge in Austin (TX)"
841,"A692150","6904 Walkup Lane in Austin (TX)"
842,"A692216","8308 Horton Trail in Austin (TX)"
843,"A692217","Pflugerville (TX)"
844,"A692538","7912 Journeyville Drive in Austin (TX)"
845,"A692724","Austin (TX)"
846,"A692724","2711 South Ih 35 in Austin (TX)"
847,"A693026","Norfolk And Goldbridge in Austin (TX)"
848,"A693036","9301 Hog Eye Rd in Travis (TX)"
849,"A693036","5803 Bitterwood Drive in Austin (TX)"
850,"A693065","Austin (TX)"
851,"A693187","2609 Rosewood Avenue in Austin (TX)"
852,"A693460","Rochester Lane And Weatherford Drive in Austin (TX)"
853,"A693723","106 Meteor Drive in Austin (TX)"
854,"A693761","14012 Ceylon Tea Circle in Travis (TX)"
855,"A693871","8504 Panadero Dr in Austin (TX)"
856,"A693896","8504 Panadero Dr in Austin (TX)"
857,"A693925","Travis (TX)"
858,"A693948","7301 Berkman Dr in Austin (TX)"
859,"A694241","Austin (TX)"
860,"A694323","900 Gardner Rd in Austin (TX)"
861,"A694709","12100 Park Thirty Five Circle in Austin (TX)"
862,"A694714","Austin (TX)"
863,"A694905","Webberville Road And Delta Post Drive in Austin (TX)"
864,"A694905","4517 Cleto St in Austin (TX)"
865,"A694935","8201 Frontier Valley Drive in Austin (TX)"
866,"A694967","900 Springdale Rd in Austin (TX)"
867,"A694967","800 Springdale Road in Austin (TX)"
868,"A695072","Wentworth Drive And Loyola Lane in Austin (TX)"
869,"A695083","15424  Fm 1825 in Travis (TX)"
870,"A695215","Travis (TX)"
871,"A695232","Austin (TX)"
872,"A695232","Austin (TX)"
873,"A695280","6304 Earlyway Drive in Austin (TX)"
874,"A695316","Travis (TX)"
875,"A695410","Austin (TX)"
876,"A695421","Austin (TX)"
877,"A695702","Austin (TX)"
878,"A695835","Jordan Lane in Austin (TX)"
879,"A695867","Parmer And Lighlight in Austin (TX)"
880,"A695979","Summit Street And Sunnyvale Drive in Austin (TX)"
881,"A696048","Austin (TX)"
882,"A696054","125 High Ridge Drive in Travis (TX)"
883,"A696129","Austin (TX)"
884,"A696129","Austin (TX)"
885,"A696130","Bolm Rd And Shady Ln in Austin (TX)"
886,"A696243","Austin (TX)"
887,"A696292","Outside Jurisdiction"
888,"A696313","11809 Charing Cross in Austin (TX)"
889,"A696402","7513 Rio Pass in Austin (TX)"
890,"A696438","East Braker Lane And Dessau Road in Austin (TX)"
891,"A696441","906 Walter Street in Austin (TX)"
892,"A696449","13000 Fm 812 in Travis (TX)"
893,"A696695","4007 Avenue C in Austin (TX)"
894,"A696965","45Th Street And Duval Street in Austin (TX)"
895,"A696968","Pflugerville (TX)"
896,"A697397","Austin (TX)"
897,"A697575","Austin (TX)"
898,"A697609","8Th And Trinity in Austin (TX)"
899,"A697658","Austin (TX)"
900,"A698226","Austin (TX)"
901,"A698418","1104 Omega St in Austin (TX)"
902,"A698533","Mopac And Highway 183 in Austin (TX)"
903,"A698677","1000 Montopolis Drive in Austin (TX)"
904,"A698716","Austin (TX)"
905,"A698790","4209 Airport in Austin (TX)"
906,"A698833","Outside Jurisdiction"
907,"A698833","Austin (TX)"
908,"A698833","Austin (TX)"
909,"A698918","Austin (TX)"
910,"A699336","Austin (TX)"
911,"A699445","4612 Sherwyn Drive in Austin (TX)"
912,"A700015","Hamilton Point Circle in Travis (TX)"
913,"A700121","Cottonwood And North Hearsey Drive in Austin (TX)"
914,"A700146","8002 Willet Trail in Austin (TX)"
915,"A700310","Austin (TX)"
916,"A700407","Coronado Hills in Austin (TX)"
917,"A700407","St.Johns And Blessing Avenue in Austin (TX)"
918,"A700407","906 East Leslie Circle in Austin (TX)"
919,"A700407","Cameron And Saint Johns in Austin (TX)"
920,"A700475","Austin (TX)"
921,"A700551","1106 Reinli Street in Austin (TX)"
922,"A700551","3909 N Ih 35 Service Rd in Austin (TX)"
923,"A700632","Austin (TX)"
924,"A700767","Austin (TX)"
925,"A700839","7707 Wynne Ln in Austin (TX)"
926,"A700839","Dittmar in Austin (TX)"
927,"A701132","8401 Hathaway Drive in Austin (TX)"
928,"A701178","Austin (TX)"
929,"A701378","3101 Oak Springs Dr in Austin (TX)"
930,"A701387","7210 Geneva Drive in Austin (TX)"
931,"A701515","3508 Breckenridge Drive in Austin (TX)"
932,"A701516","East Ben White And Montopolis in Austin (TX)"
933,"A701744","West Sixth Street And Interstate 35 in Austin (TX)"
934,"A701902","1600 E Wells Branch in Travis (TX)"
935,"A701902","1319 Quail Park Dr in Travis (TX)"
936,"A701937","5001 Aberdeen Drive in Austin (TX)"
937,"A701990","2206 East 12Th Street in Austin (TX)"
938,"A701990","8000 City Top in Austin (TX)"
939,"A702000","3307 Mc Call in Austin (TX)"
940,"A702004","Highway 183 And Mckenzie Road in Austin (TX)"
941,"A702019","Williamson (TX)"
942,"A702112","6808 Porter Street in Austin (TX)"
943,"A702180","Dorchester Heights Lane And Magna Carta Loop in Travis (TX)"
944,"A702229","Austin (TX)"
945,"A702250","Austin (TX)"
946,"A702324","Austin (TX)"
947,"A702464","1156 W Cesar Chavez in Austin (TX)"
948,"A702915","Austin (TX)"
949,"A703184","4802 Transit Circle in Austin (TX)"
950,"A703310","844 Airport Boulevard in Austin (TX)"
951,"A703476","Travis (TX)"
952,"A703543","1501 South Heatherwilde Boulevard in Pflugerville (TX)"
953,"A703597","3601 Pierce Rd in Austin (TX)"
954,"A703598","Austin (TX)"
955,"A703657","Blue Stem Trail in Austin (TX)"
956,"A703711","4315 Jinx in Austin (TX)"
957,"A703762","Austin (TX)"
958,"A703972","East Rundberg Lane And Dessau Lane in Austin (TX)"
959,"A703972","Meadowmear Drive And Dessau Road in Austin (TX)"
960,"A704101","9210 Northgate And Rundberg in Austin (TX)"
961,"A704598","Austin (TX)"
962,"A704697","Austin (TX)"
963,"A704720","9201 Circuit Of The Americas Blvd in Austin (TX)"
964,"A704925","11805 Dunfries Ln in Austin (TX)"
965,"A705094","Ruffed Grouse Drive And Morning Quail Drive in Austin (TX)"
966,"A705094","11614N Ruffed Grouse Drive in Austin (TX)"
967,"A705274","Austin (TX)"
968,"A705360","4434 Frontier Trail in Austin (TX)"
969,"A705492","2601 S Pleasant Valley Rd in Austin (TX)"
970,"A705603","Manor (TX)"
971,"A705625","Outside Jurisdiction"
972,"A705625","Parker And Woodward in Austin (TX)"
973,"A705625","2511 Montopolis Drive in Austin (TX)"
974,"A705625","2901 Montopolis Drive in Austin (TX)"
975,"A705625","7201 Levander Loop in Austin (TX)"
976,"A705734","13405 Brahmin Dr in Austin (TX)"
977,"A705803","Austin (TX)"
978,"A705804","Austin (TX)"
979,"A705880","12309 Sky Harbor Dr in Travis (TX)"
980,"A705923","4402 Dovehill Drive in Austin (TX)"
981,"A705987","1714 Nightview in Travis (TX)"
982,"A706178","Austin (TX)"
983,"A706178","Austin (TX)"
984,"A706181","Austin (TX)"
985,"A706233","5303 Wolf Ln in Travis (TX)"
986,"A706234","Austin (TX)"
987,"A706271","6940 Chinook Dr in Austin (TX)"
988,"A706273","Austin (TX)"
989,"A706280","Travis (TX)"
990,"A706290","Austin (TX)"
991,"A706291","Austin (TX)"
992,"A706291","Outside Jurisdiction"
993,"A706298","Emerald Forrest And William Cannon in Austin (TX)"
994,"A706342","Manor (TX)"
995,"A706498","Peppertree Parkway And Terri Road in Austin (TX)"
996,"A706653","1010 Rundberg Lane in Austin (TX)"
997,"A706761","Austin (TX)"
998,"A706829","3300 Oak Creek in Austin (TX)"
999,"A706833","2805 Rogge Lane in Austin (TX)"
1000,"A706846","6402 Navarro Creek in Travis (TX)"
1001,"A706911","Austin (TX)"
1002,"A706952","Airport Boulevard And Springdale Road in Austin (TX)"
1003,"A707010","5621 Sunday Silence Dr in Austin (TX)"
1004,"A707363","Austin (TX)"
1005,"A707415","10511 Etta Ln in Austin (TX)"
1006,"A707617","2512 Gate Ridge Drive in Austin (TX)"
1007,"A707669","4311 Everest Lane in Austin (TX)"
1008,"A707703","Sand Dunes Avenue And Hovenweep Drive in Austin (TX)"
1009,"A707705","Austin (TX)"
1010,"A707712","12317 Calibri Lane in Austin (TX)"
1011,"A708063","10405 Marietta Drive in Austin (TX)"
1012,"A708191","Austin (TX)"
1013,"A708359","6600 Ed Bluestein Boulevard in Austin (TX)"
1014,"A708364","15316 Sweet Mimosa in Travis (TX)"
1015,"A708372","7201 Levander Loop in Austin (TX)"
1016,"A708411","200 Block Of Bastrop Highway in Austin (TX)"
1017,"A708411","1500 Faro Drive in Austin (TX)"
1018,"A708411","14015 South Turnersville Road in Travis (TX)"
1019,"A708411","1500 Faro Dr in Austin (TX)"
1020,"A708475","Austin (TX)"
1021,"A708508","Travis (TX)"
1022,"A708508","Austin (TX)"
1023,"A708551","1101 Wheatley Avenue in Austin (TX)"
